name,mode,affinity_kcal_mol,dist_lb,dist_ub
gen_mol1382,7.0,-5.839,5.412,8.605
gen_mol1382,8.0,-5.766,3.945,5.28
gen_mol1382,9.0,-5.737,4.889,9.541
gen_mol1383,1.0,-6.109,0.0,0.0
gen_mol1383,2.0,-5.847,4.568,7.112
gen_mol1383,3.0,-5.846,2.042,6.918
gen_mol1383,4.0,-5.778,5.407,10.22
gen_mol1383,5.0,-5.76,2.118,3.405
gen_mol1383,6.0,-5.724,2.467,6.842
gen_mol1383,7.0,-5.689,5.959,10.71
gen_mol1383,8.0,-5.574,1.498,2.068
gen_mol1384,1.0,-6.472,0.0,0.0
gen_mol1384,2.0,-6.036,3.313,7.295
gen_mol1384,3.0,-5.987,2.457,6.832
gen_mol1384,4.0,-5.939,1.749,6.857
gen_mol1384,5.0,-5.677,2.222,6.928
gen_mol1384,6.0,-5.667,2.671,6.379
gen_mol1384,7.0,-5.597,2.974,7.263
gen_mol1384,8.0,-5.585,1.416,2.08
gen_mol1384,9.0,-5.543,3.288,6.108
gen_mol1385,1.0,-6.043,0.0,0.0
gen_mol1385,2.0,-5.883,1.087,1.81
gen_mol1385,3.0,-5.574,2.087,8.113
gen_mol1385,4.0,-5.557,3.788,5.502
gen_mol1385,5.0,-5.518,2.575,8.06
gen_mol1385,6.0,-5.442,3.961,5.662
gen_mol1385,7.0,-5.404,1.751,7.812
gen_mol1385,8.0,-5.213,2.63,7.586
gen_mol1385,9.0,-1.825,2.016,7.776
gen_mol1386,1.0,-6.758,0.0,0.0
gen_mol1386,2.0,-5.898,1.103,1.729
gen_mol1386,3.0,-5.89,2.148,3.602
gen_mol1386,4.0,-5.885,1.958,7.473
gen_mol1386,5.0,-5.839,2.214,6.761
gen_mol1386,6.0,-5.684,1.645,4.165
gen_mol1386,7.0,-5.682,1.995,7.098
gen_mol1386,8.0,-5.663,2.518,7.352
gen_mol1386,9.0,-5.556,4.795,6.915
gen_mol1387,1.0,-6.685,0.0,0.0
gen_mol1387,2.0,-6.621,0.8243,1.323
gen_mol1387,3.0,-5.944,5.657,8.173
gen_mol1387,4.0,-5.827,13.83,15.63
gen_mol1387,5.0,-5.811,7.849,10.39
gen_mol1387,6.0,-5.698,2.171,9.032
gen_mol1387,7.0,-5.671,2.175,3.04
gen_mol1387,8.0,-5.661,2.015,9.055
gen_mol1387,9.0,-5.553,2.213,9.2
gen_mol1388,1.0,-7.034,0.0,0.0
gen_mol1388,2.0,-6.981,0.1017,1.62
gen_mol1388,3.0,-6.488,2.488,8.355
gen_mol1388,4.0,-6.454,2.361,4.23
gen_mol1388,5.0,-6.424,6.007,7.988
gen_mol1388,6.0,-6.387,2.009,2.429
gen_mol1388,7.0,-6.268,2.062,7.636
gen_mol1388,8.0,-6.263,2.511,8.389
gen_mol1388,9.0,-6.142,2.674,7.849
gen_mol1389,1.0,-6.056,0.0,0.0
gen_mol1389,2.0,-5.91,5.404,8.459
gen_mol1389,3.0,-5.901,2.822,6.863
gen_mol1389,4.0,-5.765,5.218,8.205
gen_mol1389,5.0,-5.756,2.626,6.97
gen_mol1389,6.0,-5.508,1.809,6.51
gen_mol1389,7.0,-5.483,3.94,6.548
gen_mol1389,8.0,-5.431,4.179,8.217
gen_mol1389,9.0,-5.338,3.059,5.329
gen_mol138,1.0,-6.365,0.0,0.0
gen_mol138,2.0,-6.165,1.329,8.209
gen_mol138,3.0,-6.04,1.367,2.481
gen_mol138,4.0,-5.925,1.446,8.138
gen_mol138,5.0,-5.907,1.148,1.367
gen_mol138,6.0,-5.889,1.789,3.548
gen_mol138,7.0,-5.628,2.72,8.882
gen_mol138,8.0,-5.604,6.409,9.217
gen_mol138,9.0,-5.585,4.34,9.45
gen_mol1390,1.0,-5.854,0.0,0.0
gen_mol1390,2.0,-5.546,2.916,4.572
gen_mol1390,3.0,-5.437,4.144,8.13
gen_mol1390,4.0,-5.433,1.933,7.202
gen_mol1390,5.0,-5.432,2.802,6.192
gen_mol1390,6.0,-5.408,1.939,7.501
gen_mol1390,7.0,-5.356,2.055,3.752
gen_mol1390,8.0,-5.321,2.301,7.261
gen_mol1390,9.0,-5.316,3.976,8.469
gen_mol1391,1.0,-6.657,0.0,0.0
gen_mol1391,2.0,-6.584,5.275,10.63
gen_mol1391,3.0,-6.142,5.293,8.438
gen_mol1391,4.0,-6.132,3.396,6.285
gen_mol1391,5.0,-6.04,6.149,8.837
gen_mol1391,6.0,-5.952,4.037,6.403
gen_mol1391,7.0,-5.886,5.077,10.31
gen_mol1391,8.0,-5.872,6.223,9.183
gen_mol1391,9.0,-5.584,4.976,10.58
gen_mol1392,1.0,-6.763,0.0,0.0
gen_mol1392,2.0,-6.744,0.1229,1.64
gen_mol1392,3.0,-6.608,1.005,1.222
gen_mol1392,4.0,-6.552,2.806,4.162
gen_mol1392,5.0,-6.509,3.015,8.04
gen_mol1392,6.0,-6.31,1.967,3.041
gen_mol1392,7.0,-6.243,2.389,4.733
gen_mol1392,8.0,-6.148,2.712,6.064
gen_mol1392,9.0,-6.146,1.744,2.553
gen_mol1393,1.0,-5.969,0.0,0.0
gen_mol1393,2.0,-5.716,2.994,5.079
gen_mol1393,3.0,-5.668,5.049,7.686
gen_mol1393,4.0,-5.588,2.903,6.651
gen_mol1393,5.0,-5.578,6.278,10.42
gen_mol1393,6.0,-5.576,2.202,3.645
gen_mol1393,7.0,-5.553,6.291,9.209
gen_mol1393,8.0,-5.256,6.116,8.935
gen_mol1393,9.0,-5.236,7.144,10.57
gen_mol1394,1.0,-5.869,0.0,0.0
gen_mol1394,2.0,-5.824,2.36,9.129
gen_mol1394,3.0,-5.802,1.447,9.308
gen_mol1394,4.0,-5.71,3.309,4.253
gen_mol1394,5.0,-5.705,2.317,9.549
gen_mol1394,6.0,-5.668,1.794,2.702
gen_mol1394,7.0,-5.657,1.459,2.602
gen_mol1394,8.0,-5.649,3.722,9.082
gen_mol1394,9.0,-5.521,2.383,9.409
gen_mol1395,1.0,-6.218,0.0,0.0
gen_mol1395,2.0,-6.085,2.844,5.088
gen_mol1395,3.0,-6.042,2.264,8.667
gen_mol1395,4.0,-5.986,0.5731,2.084
gen_mol1395,5.0,-5.895,3.695,8.975
gen_mol1395,6.0,-5.671,2.16,8.868
gen_mol1395,7.0,-5.664,3.868,8.953
gen_mol1395,8.0,-5.592,1.995,8.761
gen_mol1395,9.0,-5.547,4.358,6.688
gen_mol1396,1.0,-6.885,0.0,0.0
gen_mol1396,2.0,-6.719,3.829,7.587
gen_mol1396,3.0,-6.702,2.357,7.325
gen_mol1396,4.0,-6.692,1.191,1.666
gen_mol1396,5.0,-6.577,4.099,7.46
gen_mol1396,6.0,-6.558,2.749,4.848
gen_mol1396,7.0,-6.308,2.167,6.576
gen_mol1396,8.0,-6.281,1.907,3.486
gen_mol1396,9.0,-6.186,3.183,5.198
gen_mol1397,1.0,-6.003,0.0,0.0
gen_mol1397,2.0,-5.839,4.325,8.722
gen_mol1397,3.0,-5.813,3.657,6.895
gen_mol1397,4.0,-5.806,4.194,8.621
gen_mol1397,5.0,-5.733,3.866,8.089
gen_mol1397,6.0,-5.588,0.8358,2.641
gen_mol1397,7.0,-5.408,2.128,3.759
gen_mol1397,8.0,-5.392,12.08,14.68
gen_mol1397,9.0,-5.308,2.032,7.824
gen_mol1398,1.0,-6.396,0.0,0.0
gen_mol1398,2.0,-6.127,3.116,7.286
gen_mol1398,3.0,-6.091,3.069,7.549
gen_mol1398,4.0,-5.787,2.377,4.156
gen_mol1398,5.0,-5.64,2.265,4.629
gen_mol1398,6.0,-5.484,1.638,1.833
gen_mol1398,7.0,-5.395,3.241,7.528
gen_mol1398,8.0,-5.362,2.78,7.411
gen_mol1398,9.0,-5.182,4.352,5.571
gen_mol1399,1.0,-6.802,0.0,0.0
gen_mol1399,2.0,-6.507,0.7358,1.882
gen_mol1399,3.0,-6.415,4.591,8.477
gen_mol1399,4.0,-6.3,4.609,8.813
gen_mol1399,5.0,-6.159,2.093,2.825
gen_mol1399,6.0,-6.125,4.933,8.598
gen_mol1399,7.0,-6.086,1.643,6.795
gen_mol1399,8.0,-6.013,1.727,6.552
gen_mol1399,9.0,-5.94,2.326,7.103
gen_mol139,1.0,-5.356,0.0,0.0
gen_mol139,2.0,-5.285,1.904,2.459
gen_mol139,3.0,-5.22,2.375,6.9
gen_mol139,4.0,-5.136,4.734,6.864
gen_mol139,5.0,-5.099,4.562,7.669
gen_mol139,6.0,-5.014,1.723,7.241
gen_mol139,7.0,-5.006,4.421,8.071
gen_mol139,8.0,-4.994,2.559,3.654
gen_mol139,9.0,-4.857,2.054,6.671
gen_mol13,1.0,-6.706,0.0,0.0
gen_mol13,2.0,-6.362,4.489,9.158
gen_mol13,3.0,-6.311,8.833,10.8
gen_mol13,4.0,-6.131,3.425,8.526
gen_mol13,5.0,-6.073,7.438,10.31
gen_mol13,6.0,-6.055,2.632,7.895
gen_mol13,7.0,-5.962,5.705,9.702
gen_mol13,8.0,-5.752,5.023,7.327
gen_mol13,9.0,-5.666,12.86,16.48
gen_mol1400,1.0,-5.884,0.0,0.0
gen_mol1400,2.0,-5.672,4.468,8.04
gen_mol1400,3.0,-5.659,4.338,6.593
gen_mol1400,4.0,-5.59,4.234,7.447
gen_mol1400,5.0,-5.565,5.722,8.84
gen_mol1400,6.0,-5.495,2.985,4.417
gen_mol1400,7.0,-5.483,2.763,4.19
gen_mol1400,8.0,-5.423,2.815,7.389
gen_mol1400,9.0,-5.391,5.072,7.266
gen_mol1401,1.0,-6.579,0.0,0.0
gen_mol1401,2.0,-6.323,1.359,1.778
gen_mol1401,3.0,-6.299,1.941,2.756
gen_mol1401,4.0,-6.095,3.083,8.948
gen_mol1401,5.0,-6.021,2.016,8.942
gen_mol1401,6.0,-5.954,2.529,4.347
gen_mol1401,7.0,-5.949,2.678,8.203
gen_mol1401,8.0,-5.928,1.123,2.003
gen_mol1401,9.0,-5.821,1.49,2.282
gen_mol1402,1.0,-5.503,0.0,0.0
gen_mol1402,2.0,-5.417,2.192,5.977
gen_mol1402,3.0,-5.415,2.359,6.119
gen_mol1402,4.0,-5.381,2.497,5.845
gen_mol1402,5.0,-5.353,1.033,1.848
gen_mol1402,6.0,-5.307,2.375,5.186
gen_mol1402,7.0,-5.184,3.25,6.321
gen_mol1402,8.0,-5.149,5.067,7.381
gen_mol1402,9.0,-5.133,2.879,5.95
gen_mol1403,1.0,-5.939,0.0,0.0
gen_mol1403,2.0,-5.802,5.679,10.62
gen_mol1403,3.0,-5.745,3.907,7.09
gen_mol1403,4.0,-5.723,6.093,10.41
gen_mol1403,5.0,-5.678,6.054,9.199
gen_mol1403,6.0,-5.661,2.116,3.518
gen_mol1403,7.0,-5.606,3.932,7.007
gen_mol1403,8.0,-5.481,6.166,10.05
gen_mol1403,9.0,-5.454,5.736,8.744
gen_mol1404,1.0,-6.516,0.0,0.0
gen_mol1404,2.0,-6.399,4.795,8.256
gen_mol1404,3.0,-6.378,4.711,8.422
gen_mol1404,4.0,-6.362,4.432,7.774
gen_mol1404,5.0,-6.351,4.197,6.542
gen_mol1404,6.0,-6.339,1.686,6.45
gen_mol1404,7.0,-6.337,2.546,6.372
gen_mol1404,8.0,-6.335,5.238,8.789
gen_mol1404,9.0,-6.258,1.785,2.594
gen_mol1405,1.0,-5.874,0.0,0.0
gen_mol1405,2.0,-5.73,2.102,4.627
gen_mol1405,3.0,-5.69,2.724,7.429
gen_mol1405,4.0,-5.575,3.869,7.001
gen_mol1405,5.0,-5.398,2.682,6.149
gen_mol1405,6.0,-5.358,2.822,8.351
gen_mol1405,7.0,-5.33,2.926,7.366
gen_mol1405,8.0,-5.28,2.578,6.151
gen_mol1405,9.0,-5.166,2.388,7.24
gen_mol1406,1.0,-6.907,0.0,0.0
gen_mol1406,2.0,-6.443,3.275,9.515
gen_mol1406,3.0,-6.284,1.837,2.486
gen_mol1406,4.0,-6.192,1.487,2.161
gen_mol1406,5.0,-6.184,1.523,2.226
gen_mol1406,6.0,-6.106,5.004,6.254
gen_mol1406,7.0,-6.043,1.185,2.584
gen_mol1406,8.0,-6.008,3.298,9.005
gen_mol1406,9.0,-5.897,3.156,4.287
gen_mol1407,1.0,-6.632,0.0,0.0
gen_mol1407,2.0,-6.089,2.388,8.438
gen_mol1407,3.0,-5.946,1.984,3.273
gen_mol1407,4.0,-5.929,1.674,2.839
gen_mol1407,5.0,-5.911,2.072,8.27
gen_mol1407,6.0,-5.909,12.1,13.85
gen_mol1407,7.0,-5.837,4.237,5.93
gen_mol1407,8.0,-5.833,2.543,8.391
gen_mol1407,9.0,-5.827,1.652,8.74
gen_mol1408,1.0,-5.595,0.0,0.0
gen_mol1408,2.0,-5.517,1.699,4.674
gen_mol1408,3.0,-5.484,5.701,9.333
gen_mol1408,4.0,-5.452,3.551,6.108
gen_mol1408,5.0,-5.415,2.323,5.447
gen_mol1408,6.0,-5.395,4.33,7.308
gen_mol1408,7.0,-5.18,4.366,8.001
gen_mol1408,8.0,-5.081,1.717,5.513
gen_mol1408,9.0,-4.978,2.735,6.534
gen_mol1409,1.0,-5.978,0.0,0.0
gen_mol1409,2.0,-5.911,1.571,2.371
gen_mol1409,3.0,-5.752,1.843,3.304
gen_mol1409,4.0,-5.441,8.477,12.78
gen_mol1409,5.0,-5.419,3.404,5.018
gen_mol1409,6.0,-5.381,7.141,10.66
gen_mol1409,7.0,-5.356,4.097,7.942
gen_mol1409,8.0,-5.023,6.46,9.473
gen_mol1409,9.0,-4.919,3.943,7.683
gen_mol140,1.0,-6.548,0.0,0.0
gen_mol140,2.0,-6.278,1.93,8.296
gen_mol140,3.0,-6.266,0.8466,1.461
gen_mol140,4.0,-6.163,2.681,8.27
gen_mol140,5.0,-6.109,1.472,8.142
gen_mol140,6.0,-5.724,1.933,2.342
gen_mol140,7.0,-5.583,2.659,7.988
gen_mol140,8.0,-5.565,1.655,2.42
gen_mol140,9.0,-5.563,2.986,5.215
gen_mol1410,1.0,-5.646,0.0,0.0
gen_mol1410,2.0,-5.281,2.37,6.719
gen_mol1410,3.0,-5.076,1.248,1.495
gen_mol1410,4.0,-5.032,1.514,2.429
gen_mol1410,5.0,-4.808,1.4,2.361
gen_mol1410,6.0,-4.807,2.194,6.369
gen_mol1410,7.0,-4.574,2.119,6.75
gen_mol1410,8.0,-4.549,2.264,6.647
gen_mol1410,9.0,-0.6065,3.169,7.305
gen_mol1411,1.0,-6.974,0.0,0.0
gen_mol1411,2.0,-6.847,1.908,7.507
gen_mol1411,3.0,-6.766,3.702,8.206
gen_mol1411,4.0,-6.442,3.084,5.551
gen_mol1411,5.0,-6.335,3.665,6.915
gen_mol1411,6.0,-6.21,2.365,7.825
gen_mol1411,7.0,-5.984,2.031,2.729
gen_mol1411,8.0,-5.97,2.801,3.864
gen_mol1411,9.0,-5.741,2.91,8.434
gen_mol1412,1.0,-6.137,0.0,0.0
gen_mol1412,2.0,-5.998,4.228,6.535
gen_mol1412,3.0,-5.869,1.829,2.763
gen_mol1412,4.0,-5.837,3.178,5.835
gen_mol1412,5.0,-5.78,2.531,3.902
gen_mol1412,6.0,-5.78,1.902,8.065
gen_mol1412,7.0,-5.727,2.041,3.79
gen_mol1412,8.0,-5.712,5.025,6.681
gen_mol1412,9.0,-5.606,3.194,5.723
gen_mol1413,1.0,-6.857,0.0,0.0
gen_mol1413,2.0,-6.733,0.1824,2.396
gen_mol1413,3.0,-6.62,1.839,7.719
gen_mol1413,4.0,-6.587,1.811,7.94
gen_mol1413,5.0,-6.338,3.139,3.911
gen_mol1413,6.0,-6.222,3.068,4.418
gen_mol1413,7.0,-6.097,3.533,7.929
gen_mol1413,8.0,-6.077,3.139,8.483
gen_mol1413,9.0,-6.02,3.529,7.755
gen_mol1414,1.0,-7.214,0.0,0.0
gen_mol1414,2.0,-7.176,1.899,8.398
gen_mol1414,3.0,-6.657,1.289,1.511
gen_mol1414,4.0,-6.291,1.665,8.672
gen_mol1414,5.0,-6.209,1.578,2.162
gen_mol1414,6.0,-6.079,12.04,13.8
gen_mol1414,7.0,-5.953,13.44,14.67
gen_mol1414,8.0,-5.901,3.92,7.766
gen_mol1414,9.0,-5.871,11.12,14.34
gen_mol1415,1.0,-7.313,0.0,0.0
gen_mol1415,2.0,-6.722,1.431,1.738
gen_mol1415,3.0,-6.197,2.77,8.904
gen_mol1415,4.0,-6.129,1.464,8.946
gen_mol1415,5.0,-6.072,2.49,9.039
gen_mol1415,6.0,-5.786,1.931,3.24
gen_mol1415,7.0,-5.446,5.475,10.13
gen_mol1415,8.0,-5.372,12.66,14.94
gen_mol1415,9.0,-5.351,3.312,4.186
gen_mol1416,1.0,-6.689,0.0,0.0
gen_mol1416,2.0,-6.507,2.111,8.921
gen_mol1416,3.0,-6.484,4.517,7.154
gen_mol1416,4.0,-6.471,3.167,4.366
gen_mol1416,5.0,-6.306,5.364,7.404
gen_mol1416,6.0,-6.284,2.341,3.059
gen_mol1416,7.0,-6.221,2.443,7.951
gen_mol1416,8.0,-6.205,2.582,8.306
gen_mol1416,9.0,-6.152,4.905,6.842
gen_mol1417,1.0,-6.463,0.0,0.0
gen_mol1417,2.0,-6.371,1.489,6.571
gen_mol1417,3.0,-6.262,2.192,3.544
gen_mol1417,4.0,-6.127,1.855,7.168
gen_mol1417,5.0,-6.118,1.29,1.746
gen_mol1417,6.0,-5.967,2.027,7.292
gen_mol1417,7.0,-5.872,1.85,6.707
gen_mol1417,8.0,-5.844,2.03,2.783
gen_mol1417,9.0,-5.721,2.297,7.568
gen_mol1419,1.0,-6.643,0.0,0.0
gen_mol1419,2.0,-6.124,2.344,7.512
gen_mol1419,3.0,-5.989,2.333,4.692
gen_mol1419,4.0,-5.953,5.966,8.673
gen_mol1419,5.0,-5.775,6.412,9.564
gen_mol1419,6.0,-5.65,2.506,7.544
gen_mol1419,7.0,-5.632,2.677,7.645
gen_mol1419,8.0,-5.532,2.962,4.3
gen_mol1419,9.0,-5.513,3.451,6.5
gen_mol141,1.0,-6.167,0.0,0.0
gen_mol141,2.0,-6.137,2.055,7.038
gen_mol141,3.0,-5.918,2.842,4.429
gen_mol141,4.0,-5.907,2.872,4.492
gen_mol141,5.0,-5.881,1.371,1.802
gen_mol141,6.0,-5.537,4.865,7.735
gen_mol141,7.0,-5.511,3.235,7.344
gen_mol141,8.0,-5.453,6.327,10.27
gen_mol141,9.0,-5.379,1.511,7.266
gen_mol1420,1.0,-6.243,0.0,0.0
gen_mol1420,2.0,-5.934,4.154,7.218
gen_mol1420,3.0,-5.82,1.932,2.709
gen_mol1420,4.0,-5.673,3.417,7.418
gen_mol1420,5.0,-5.591,1.565,2.101
gen_mol1420,6.0,-5.469,1.628,2.144
gen_mol1420,7.0,-5.247,1.891,3.556
gen_mol1420,8.0,-5.223,1.675,2.07
gen_mol1420,9.0,-5.215,2.498,4.586
gen_mol1421,1.0,-6.793,0.0,0.0
gen_mol1421,2.0,-6.461,1.159,2.03
gen_mol1421,3.0,-6.249,1.144,1.426
gen_mol1421,4.0,-6.089,2.805,7.9
gen_mol1421,5.0,-5.99,3.721,6.492
gen_mol1421,6.0,-5.977,3.714,8.528
gen_mol1421,7.0,-5.975,3.351,8.862
gen_mol1421,8.0,-5.89,3.419,9.51
gen_mol1421,9.0,-5.799,2.819,9.198
gen_mol1422,1.0,-7.442,0.0,0.0
gen_mol1422,2.0,-7.278,1.226,1.753
gen_mol1422,3.0,-7.181,1.93,7.235
gen_mol1422,4.0,-7.018,2.323,8.381
gen_mol1422,5.0,-6.978,3.817,6.036
gen_mol1422,6.0,-6.909,5.941,10.41
gen_mol1422,7.0,-6.736,2.652,4.794
gen_mol1422,8.0,-6.701,2.263,8.285
gen_mol1423,1.0,-5.514,0.0,0.0
gen_mol1423,2.0,-5.332,2.129,5.168
gen_mol1423,3.0,-5.251,1.54,1.862
gen_mol1423,4.0,-5.086,2.703,3.778
gen_mol1423,5.0,-5.022,2.622,4.899
gen_mol1423,6.0,-4.969,3.266,4.1
gen_mol1423,7.0,-4.841,4.377,7.315
gen_mol1423,8.0,-4.831,2.077,5.948
gen_mol1423,9.0,-4.772,2.843,6.413
gen_mol1424,1.0,-6.709,0.0,0.0
gen_mol1424,2.0,-6.181,1.921,6.849
gen_mol1424,3.0,-5.862,3.977,7.563
gen_mol1424,4.0,-5.742,2.081,7.184
gen_mol1424,5.0,-5.738,5.982,9.887
gen_mol1424,6.0,-5.616,4.611,8.076
gen_mol1424,7.0,-5.603,3.604,7.602
gen_mol1424,8.0,-5.561,2.468,6.712
gen_mol1424,9.0,-5.514,5.475,9.351
gen_mol1425,1.0,-6.7,0.0,0.0
gen_mol1425,2.0,-6.433,1.155,1.585
gen_mol1425,3.0,-6.179,2.575,8.503
gen_mol1425,4.0,-6.099,1.838,2.789
gen_mol1425,5.0,-6.069,1.775,2.747
gen_mol1425,6.0,-5.95,2.611,3.921
gen_mol1425,7.0,-5.853,5.542,7.429
gen_mol1425,8.0,-5.834,5.037,7.055
gen_mol1426,1.0,-5.601,0.0,0.0
gen_mol1426,2.0,-5.502,2.07,6.189
gen_mol1426,3.0,-5.496,4.965,7.235
gen_mol1426,4.0,-5.377,3.198,6.273
gen_mol1426,5.0,-5.24,5.565,9.081
gen_mol1426,6.0,-5.238,1.578,2.063
gen_mol1426,7.0,-5.138,5.172,8.009
gen_mol1426,8.0,-5.138,2.568,6.778
gen_mol1426,9.0,-5.098,2.267,6.733
gen_mol1427,1.0,-6.291,0.0,0.0
gen_mol1427,2.0,-5.922,3.194,5.416
gen_mol1427,3.0,-5.908,5.212,8.672
gen_mol1427,4.0,-5.845,2.582,5.815
gen_mol1427,5.0,-5.732,6.598,9.924
gen_mol1427,6.0,-5.686,5.202,8.515
gen_mol1427,7.0,-5.626,2.254,4.533
gen_mol1427,8.0,-5.604,3.232,6.786
gen_mol1427,9.0,-5.599,3.205,5.374
gen_mol1428,1.0,-6.745,0.0,0.0
gen_mol1428,2.0,-6.573,4.034,5.651
gen_mol1428,3.0,-6.52,1.654,2.478
gen_mol1428,4.0,-6.45,1.91,3.162
gen_mol1428,5.0,-6.431,6.27,9.09
gen_mol1428,6.0,-6.408,2.361,3.393
gen_mol1428,7.0,-6.347,1.806,2.089
gen_mol1428,8.0,-6.262,2.785,7.752
gen_mol1428,9.0,-6.253,5.094,11.77
gen_mol1429,1.0,-6.2,0.0,0.0
gen_mol1429,2.0,-6.175,2.135,7.98
gen_mol1429,3.0,-6.154,2.09,9.024
gen_mol1429,4.0,-6.152,2.061,7.845
gen_mol1429,5.0,-6.081,2.2,4.117
gen_mol1429,6.0,-5.868,1.519,2.354
gen_mol1429,7.0,-5.79,1.921,8.688
gen_mol1429,8.0,-5.776,2.116,3.097
gen_mol1429,9.0,-5.645,6.096,9.234
gen_mol142,1.0,-6.237,0.0,0.0
gen_mol142,2.0,-6.208,6.165,8.75
gen_mol142,3.0,-6.168,5.027,6.749
gen_mol142,4.0,-6.09,4.514,8.566
gen_mol142,5.0,-5.967,5.081,7.153
gen_mol142,6.0,-5.91,3.001,3.616
gen_mol142,7.0,-5.699,4.874,6.218
gen_mol142,8.0,-5.621,11.73,14.03
gen_mol142,9.0,-5.583,3.809,8.261
gen_mol1430,1.0,-6.223,0.0,0.0
gen_mol1430,2.0,-6.052,1.287,7.437
gen_mol1430,3.0,-6.027,2.296,3.639
gen_mol1430,4.0,-5.961,1.763,8.378
gen_mol1430,5.0,-5.955,0.9892,1.687
gen_mol1430,6.0,-5.934,1.875,7.463
gen_mol1430,7.0,-5.911,2.464,4.533
gen_mol1430,8.0,-5.846,1.578,2.551
gen_mol1430,9.0,-5.718,2.984,5.688
gen_mol1431,1.0,-6.154,0.0,0.0
gen_mol1431,2.0,-5.718,5.732,9.373
gen_mol1431,3.0,-5.499,4.559,8.121
gen_mol1431,4.0,-5.428,6.182,11.24
gen_mol1431,5.0,-5.403,2.603,4.358
gen_mol1431,6.0,-5.355,5.009,8.505
gen_mol1431,7.0,-5.337,4.79,8.527
gen_mol1431,8.0,-5.268,2.847,7.333
gen_mol1431,9.0,-5.212,2.264,3.32
gen_mol1432,1.0,-6.521,0.0,0.0
gen_mol1432,2.0,-6.375,4.514,7.179
gen_mol1432,3.0,-6.18,2.831,8.005
gen_mol1432,4.0,-6.158,2.288,7.198
gen_mol1432,5.0,-6.121,2.281,3.488
gen_mol1432,6.0,-5.871,4.16,5.866
gen_mol1432,7.0,-5.863,3.974,6.086
gen_mol1432,8.0,-5.847,4.351,7.322
gen_mol1432,9.0,-5.811,4.395,7.475
gen_mol1433,1.0,-5.906,0.0,0.0
gen_mol1433,2.0,-5.458,6.015,8.801
gen_mol1433,3.0,-5.307,3.041,6.429
gen_mol1433,4.0,-5.222,4.269,7.076
gen_mol1433,5.0,-5.132,1.718,4.87
gen_mol1433,6.0,-5.104,2.628,6.501
gen_mol1433,7.0,-5.052,6.763,10.09
gen_mol1433,8.0,-4.983,5.52,9.112
gen_mol1433,9.0,-4.807,2.533,4.786
gen_mol1434,1.0,-6.381,0.0,0.0
gen_mol1434,2.0,-6.011,0.7581,1.015
gen_mol1434,3.0,-5.979,3.281,7.921
gen_mol1434,4.0,-5.955,4.375,7.773
gen_mol1434,5.0,-5.954,0.8556,1.058
gen_mol1434,6.0,-5.93,4.101,8.585
gen_mol1434,7.0,-5.826,2.166,6.587
gen_mol1434,8.0,-5.799,2.693,6.143
gen_mol1434,9.0,-5.775,4.302,7.401
gen_mol1435,1.0,-7.103,0.0,0.0
gen_mol1435,2.0,-7.007,1.259,1.869
gen_mol1435,3.0,-6.928,2.929,8.586
gen_mol1435,4.0,-6.563,2.779,8.822
gen_mol1435,5.0,-5.928,2.634,4.384
gen_mol1435,6.0,-5.607,2.467,8.037
gen_mol1435,7.0,-5.558,3.349,8.718
gen_mol1435,8.0,-5.434,3.987,8.918
gen_mol1435,9.0,-5.408,2.497,7.92
gen_mol1436,1.0,-6.104,0.0,0.0
gen_mol1436,2.0,-6.077,1.213,9.061
gen_mol1436,3.0,-6.042,1.28,8.662
gen_mol1436,4.0,-5.937,1.625,8.92
gen_mol1436,5.0,-5.897,1.942,3.076
gen_mol1436,6.0,-5.829,1.533,9.008
gen_mol1436,7.0,-5.821,1.392,8.825
gen_mol1436,8.0,-5.762,1.278,1.509
gen_mol1436,9.0,-5.591,1.371,2.826
gen_mol1437,1.0,-6.888,0.0,0.0
gen_mol1437,2.0,-6.626,2.516,7.252
gen_mol1437,3.0,-6.393,5.592,9.259
gen_mol1437,4.0,-6.321,6.757,10.26
gen_mol1437,5.0,-6.314,2.974,4.982
gen_mol1437,6.0,-6.179,2.26,6.719
gen_mol1437,7.0,-6.067,3.822,6.248
gen_mol1437,8.0,-5.893,3.831,6.71
gen_mol1437,9.0,-5.88,2.804,7.625
gen_mol1438,1.0,-6.259,0.0,0.0
gen_mol1438,2.0,-6.107,1.589,1.778
gen_mol1438,3.0,-5.987,1.9,6.63
gen_mol1438,4.0,-5.814,6.939,11.48
gen_mol1438,5.0,-5.543,1.688,2.311
gen_mol1438,6.0,-5.542,1.108,1.556
gen_mol1438,7.0,-5.362,3.772,6.473
gen_mol1438,8.0,-5.351,2.708,6.833
gen_mol1438,9.0,-5.343,3.495,6.804
gen_mol1439,1.0,-6.526,0.0,0.0
gen_mol1439,2.0,-6.469,2.21,8.915
gen_mol1439,3.0,-6.37,0.8209,1.856
gen_mol1439,4.0,-6.25,4.598,6.547
gen_mol1439,5.0,-6.2,2.067,2.708
gen_mol1439,6.0,-6.181,3.519,8.825
gen_mol1439,7.0,-5.885,2.272,9.463
gen_mol1439,8.0,-5.851,2.941,8.946
gen_mol1439,9.0,-5.824,4.23,9.071
gen_mol143,1.0,-5.556,0.0,0.0
gen_mol143,2.0,-5.545,4.922,7.337
