name,mode,affinity_kcal_mol,dist_lb,dist_ub
gen_mol250,5.0,-5.963,0.7865,2.285
gen_mol250,6.0,-5.619,5.917,8.063
gen_mol250,7.0,-5.455,1.984,3.129
gen_mol250,8.0,-5.447,2.198,7.518
gen_mol250,9.0,-5.363,1.94,7.451
gen_mol251,1.0,-6.451,0.0,0.0
gen_mol251,2.0,-6.024,2.233,6.306
gen_mol251,3.0,-6.022,2.0,6.302
gen_mol251,4.0,-5.87,4.083,7.569
gen_mol251,5.0,-5.815,2.127,5.727
gen_mol251,6.0,-5.7,2.967,3.998
gen_mol251,7.0,-5.588,1.578,3.367
gen_mol251,8.0,-5.426,1.857,6.221
gen_mol251,9.0,-5.383,3.228,6.967
gen_mol252,1.0,-5.982,0.0,0.0
gen_mol252,2.0,-5.735,3.694,5.351
gen_mol252,3.0,-5.662,3.726,5.765
gen_mol252,4.0,-5.532,4.196,7.437
gen_mol252,5.0,-5.47,4.505,5.82
gen_mol252,6.0,-5.164,2.269,3.597
gen_mol252,7.0,-5.158,2.701,3.667
gen_mol252,8.0,-5.146,2.91,6.329
gen_mol252,9.0,-5.08,4.467,7.798
gen_mol253,1.0,-5.941,0.0,0.0
gen_mol253,2.0,-5.863,14.13,16.76
gen_mol253,3.0,-5.746,1.925,5.599
gen_mol253,4.0,-5.624,6.024,7.644
gen_mol253,5.0,-5.59,1.642,1.989
gen_mol253,6.0,-5.568,1.967,5.065
gen_mol253,7.0,-5.406,2.794,5.596
gen_mol253,8.0,-5.373,6.423,8.667
gen_mol253,9.0,-5.333,2.854,4.495
gen_mol254,1.0,-5.75,0.0,0.0
gen_mol254,2.0,-5.714,3.883,6.204
gen_mol254,3.0,-5.658,4.046,6.47
gen_mol254,4.0,-5.317,4.826,7.052
gen_mol254,5.0,-5.284,10.93,13.03
gen_mol254,6.0,-5.141,8.756,11.22
gen_mol254,7.0,-5.121,1.848,5.213
gen_mol254,8.0,-5.096,4.638,7.339
gen_mol254,9.0,-5.062,3.738,6.155
gen_mol255,1.0,-5.745,0.0,0.0
gen_mol255,2.0,-5.619,2.692,6.984
gen_mol255,3.0,-5.602,1.423,2.16
gen_mol255,4.0,-5.468,2.723,5.339
gen_mol255,5.0,-5.462,2.02,6.581
gen_mol255,6.0,-5.352,1.535,6.354
gen_mol255,7.0,-5.233,5.135,7.128
gen_mol255,8.0,-5.216,5.445,7.554
gen_mol255,9.0,-5.181,3.894,6.428
gen_mol256,1.0,-6.378,0.0,0.0
gen_mol256,2.0,-6.349,1.05,1.418
gen_mol256,3.0,-6.334,5.777,9.58
gen_mol256,4.0,-6.225,1.948,7.175
gen_mol256,5.0,-6.201,1.758,7.369
gen_mol256,6.0,-6.196,4.045,6.705
gen_mol256,7.0,-5.989,3.161,5.631
gen_mol256,8.0,-5.968,6.141,9.548
gen_mol256,9.0,-5.834,13.95,15.61
gen_mol257,1.0,-5.91,0.0,0.0
gen_mol257,2.0,-5.871,3.155,7.442
gen_mol257,3.0,-5.841,2.99,7.517
gen_mol257,4.0,-5.788,3.48,4.789
gen_mol257,5.0,-5.54,6.102,7.659
gen_mol257,6.0,-5.358,1.4,2.397
gen_mol257,7.0,-5.357,1.354,2.504
gen_mol257,8.0,-5.351,3.548,4.733
gen_mol257,9.0,-5.334,3.269,8.944
gen_mol258,1.0,-6.44,0.0,0.0
gen_mol258,2.0,-6.142,0.1429,1.911
gen_mol258,3.0,-6.108,1.681,7.43
gen_mol258,4.0,-6.053,2.98,7.626
gen_mol258,5.0,-6.035,1.477,1.761
gen_mol258,6.0,-5.835,1.816,3.212
gen_mol258,7.0,-5.768,10.02,11.39
gen_mol258,8.0,-5.683,2.636,7.285
gen_mol258,9.0,-5.541,2.692,7.182
gen_mol259,1.0,-6.315,0.0,0.0
gen_mol259,2.0,-6.265,1.337,1.628
gen_mol259,3.0,-5.944,3.702,7.641
gen_mol259,4.0,-5.751,3.168,4.843
gen_mol259,5.0,-5.658,3.269,7.338
gen_mol259,6.0,-5.617,2.354,6.357
gen_mol259,7.0,-5.562,5.09,6.939
gen_mol259,8.0,-5.525,3.675,5.475
gen_mol259,9.0,-5.499,5.851,8.412
gen_mol25,1.0,-5.982,0.0,0.0
gen_mol25,2.0,-5.858,3.499,8.188
gen_mol25,3.0,-5.702,1.955,7.733
gen_mol25,4.0,-5.592,3.22,8.175
gen_mol25,5.0,-5.5,4.32,5.123
gen_mol25,6.0,-5.431,1.461,2.077
gen_mol25,7.0,-5.427,11.96,15.22
gen_mol25,8.0,-5.407,1.779,8.1
gen_mol25,9.0,-5.402,2.734,3.568
gen_mol260,1.0,-6.432,0.0,0.0
gen_mol260,2.0,-6.188,1.159,6.159
gen_mol260,3.0,-6.114,1.733,6.657
gen_mol260,4.0,-6.074,1.371,6.457
gen_mol260,5.0,-6.042,1.342,6.208
gen_mol260,6.0,-6.022,1.109,1.965
gen_mol260,7.0,-5.72,1.268,6.009
gen_mol260,8.0,-5.338,1.78,2.229
gen_mol260,9.0,-5.274,11.89,14.12
gen_mol261,1.0,-5.989,0.0,0.0
gen_mol261,2.0,-5.76,0.7048,1.456
gen_mol261,3.0,-5.691,5.139,7.416
gen_mol261,4.0,-5.646,2.022,7.152
gen_mol261,5.0,-5.584,4.275,7.966
gen_mol261,6.0,-5.52,3.987,7.925
gen_mol261,7.0,-5.472,1.173,1.814
gen_mol261,8.0,-5.469,1.895,7.018
gen_mol261,9.0,-5.341,4.148,6.088
gen_mol262,1.0,-5.642,0.0,0.0
gen_mol262,2.0,-5.347,1.695,3.362
gen_mol262,3.0,-5.3,2.718,4.966
gen_mol262,4.0,-5.273,4.102,5.836
gen_mol262,5.0,-5.178,1.674,3.653
gen_mol262,6.0,-5.173,4.152,6.172
gen_mol262,7.0,-5.154,3.232,5.672
gen_mol262,8.0,-4.958,2.042,5.123
gen_mol262,9.0,-4.913,4.616,6.039
gen_mol263,1.0,-6.216,0.0,0.0
gen_mol263,2.0,-5.826,1.419,3.949
gen_mol263,3.0,-5.622,1.848,4.761
gen_mol263,4.0,-5.552,1.658,6.847
gen_mol263,5.0,-5.451,1.259,5.794
gen_mol263,6.0,-5.152,13.14,16.04
gen_mol263,7.0,-5.05,12.84,15.23
gen_mol263,8.0,-5.03,4.814,8.279
gen_mol264,1.0,-6.111,0.0,0.0
gen_mol264,2.0,-5.892,1.69,3.765
gen_mol264,3.0,-5.882,1.676,5.89
gen_mol264,4.0,-5.757,1.78,2.43
gen_mol264,5.0,-5.611,2.216,6.126
gen_mol264,6.0,-5.492,3.75,5.986
gen_mol264,7.0,-5.411,1.834,6.236
gen_mol264,8.0,-5.341,1.208,1.526
gen_mol264,9.0,-5.271,2.863,4.863
gen_mol265,1.0,-6.299,0.0,0.0
gen_mol265,2.0,-6.107,9.954,12.24
gen_mol265,3.0,-6.097,2.024,6.216
gen_mol265,4.0,-5.527,5.222,7.764
gen_mol265,5.0,-5.494,1.693,6.756
gen_mol265,6.0,-5.461,2.269,6.238
gen_mol265,7.0,-5.436,5.504,7.354
gen_mol265,8.0,-5.246,2.926,5.302
gen_mol265,9.0,-5.233,4.135,6.993
gen_mol266,1.0,-5.729,0.0,0.0
gen_mol266,2.0,-5.628,2.441,7.015
gen_mol266,3.0,-5.538,2.677,3.692
gen_mol266,4.0,-5.527,4.389,6.625
gen_mol266,5.0,-5.437,2.051,2.837
gen_mol266,6.0,-5.283,4.687,7.015
gen_mol266,7.0,-5.282,4.488,8.303
gen_mol266,8.0,-5.219,4.728,7.447
gen_mol266,9.0,-5.192,6.578,9.676
gen_mol267,1.0,-6.637,0.0,0.0
gen_mol267,2.0,-6.223,3.022,6.878
gen_mol267,3.0,-6.011,2.656,6.406
gen_mol267,4.0,-5.843,4.185,6.375
gen_mol267,5.0,-5.698,1.902,3.539
gen_mol267,6.0,-5.611,2.658,4.461
gen_mol267,7.0,-5.529,1.247,1.996
gen_mol267,8.0,-5.517,1.35,3.383
gen_mol267,9.0,-5.484,2.29,3.957
gen_mol268,1.0,-5.974,0.0,0.0
gen_mol268,2.0,-5.96,3.606,5.759
gen_mol268,3.0,-5.909,3.344,5.984
gen_mol268,4.0,-5.895,3.995,6.864
gen_mol268,5.0,-5.77,3.652,6.292
gen_mol268,6.0,-5.608,5.483,8.804
gen_mol268,7.0,-5.511,4.915,8.677
gen_mol268,8.0,-5.341,3.595,6.708
gen_mol268,9.0,-5.274,4.431,7.214
gen_mol269,1.0,-5.702,0.0,0.0
gen_mol269,2.0,-5.514,3.376,5.487
gen_mol269,3.0,-5.479,3.047,6.614
gen_mol269,4.0,-5.419,2.571,3.845
gen_mol269,5.0,-5.412,2.628,4.075
gen_mol269,6.0,-5.288,2.706,5.304
gen_mol269,7.0,-5.276,3.551,5.441
gen_mol269,8.0,-5.275,2.356,5.985
gen_mol269,9.0,-5.207,2.908,5.832
gen_mol26,1.0,-7.047,0.0,0.0
gen_mol26,2.0,-6.816,1.452,1.971
gen_mol26,3.0,-6.556,1.449,2.467
gen_mol26,4.0,-6.526,5.257,10.9
gen_mol26,5.0,-6.48,5.97,8.1
gen_mol26,6.0,-6.448,3.012,7.109
gen_mol26,7.0,-6.435,1.961,2.736
gen_mol26,8.0,-6.278,1.089,2.005
gen_mol26,9.0,-6.239,3.313,5.717
gen_mol270,1.0,-5.571,0.0,0.0
gen_mol270,2.0,-5.536,0.07706,1.029
gen_mol270,3.0,-5.047,3.364,5.725
gen_mol270,4.0,-4.836,4.622,6.848
gen_mol270,5.0,-4.796,2.17,5.359
gen_mol270,6.0,-4.767,4.625,6.787
gen_mol270,7.0,-4.735,1.919,4.86
gen_mol270,8.0,-4.544,2.174,4.403
gen_mol270,9.0,-4.498,5.112,8.019
gen_mol271,1.0,-6.236,0.0,0.0
gen_mol271,2.0,-6.06,1.012,1.077
gen_mol271,3.0,-5.849,1.524,6.939
gen_mol271,4.0,-5.847,1.541,6.459
gen_mol271,5.0,-5.686,2.78,5.404
gen_mol271,6.0,-5.633,3.781,8.18
gen_mol271,7.0,-5.595,2.884,5.55
gen_mol271,8.0,-5.504,1.816,6.737
gen_mol271,9.0,-5.453,1.689,6.846
gen_mol272,1.0,-6.182,0.0,0.0
gen_mol272,2.0,-6.038,1.329,2.303
gen_mol272,3.0,-5.758,1.089,6.203
gen_mol272,4.0,-5.696,1.498,6.539
gen_mol272,5.0,-5.668,2.065,6.802
gen_mol272,6.0,-5.514,2.187,4.042
gen_mol272,7.0,-5.284,2.27,6.858
gen_mol272,8.0,-5.179,2.845,7.283
gen_mol272,9.0,-5.179,12.07,14.12
gen_mol273,1.0,-6.103,0.0,0.0
gen_mol273,2.0,-6.101,1.018,2.228
gen_mol273,3.0,-6.028,4.145,9.804
gen_mol273,4.0,-5.831,12.5,14.76
gen_mol273,5.0,-5.672,5.156,10.18
gen_mol273,6.0,-5.565,2.227,3.03
gen_mol273,7.0,-5.551,3.015,4.338
gen_mol273,8.0,-5.536,3.79,9.869
gen_mol273,9.0,-5.515,12.65,15.52
gen_mol274,1.0,-6.486,0.0,0.0
gen_mol274,2.0,-5.969,1.506,2.78
gen_mol274,3.0,-5.712,1.986,6.678
gen_mol274,4.0,-5.551,2.189,7.188
gen_mol274,5.0,-5.455,5.732,8.691
gen_mol274,6.0,-5.306,1.698,7.212
gen_mol274,7.0,-5.303,3.069,5.468
gen_mol274,8.0,-5.251,1.892,6.527
gen_mol274,9.0,-5.195,1.746,3.181
gen_mol275,1.0,-5.74,0.0,0.0
gen_mol275,2.0,-5.73,0.9645,1.424
gen_mol275,3.0,-5.646,2.021,6.485
gen_mol275,4.0,-5.587,3.335,5.992
gen_mol275,5.0,-5.575,1.958,5.992
gen_mol275,6.0,-5.555,1.528,6.387
gen_mol275,7.0,-5.458,1.43,2.032
gen_mol275,8.0,-5.452,3.43,7.826
gen_mol275,9.0,-5.416,4.88,7.914
gen_mol276,1.0,-5.914,0.0,0.0
gen_mol276,2.0,-5.771,2.983,6.4
gen_mol276,3.0,-5.599,1.878,5.748
gen_mol276,4.0,-5.578,2.595,4.839
gen_mol276,5.0,-5.547,2.109,6.983
gen_mol276,6.0,-5.452,1.692,2.65
gen_mol276,7.0,-5.257,1.86,5.23
gen_mol276,8.0,-5.015,12.6,14.17
gen_mol276,9.0,-4.943,2.1,5.861
gen_mol277,1.0,-6.109,0.0,0.0
gen_mol277,2.0,-6.057,3.524,5.593
gen_mol277,3.0,-5.985,10.4,12.91
gen_mol277,4.0,-5.937,8.406,11.61
gen_mol277,5.0,-5.933,9.208,11.14
gen_mol277,6.0,-5.822,7.081,9.422
gen_mol277,7.0,-5.686,6.25,8.502
gen_mol277,8.0,-5.339,7.127,9.0
gen_mol277,9.0,-5.235,6.276,8.766
gen_mol278,1.0,-6.225,0.0,0.0
gen_mol278,2.0,-6.13,3.918,8.72
gen_mol278,3.0,-6.083,2.119,8.115
gen_mol278,4.0,-6.054,2.853,8.0
gen_mol278,5.0,-5.916,5.799,7.389
gen_mol278,6.0,-5.803,3.755,8.357
gen_mol278,7.0,-5.766,1.641,2.608
gen_mol278,8.0,-5.749,1.526,2.519
gen_mol278,9.0,-5.66,4.272,4.773
gen_mol279,1.0,-6.667,0.0,0.0
gen_mol279,2.0,-6.365,1.187,1.363
gen_mol279,3.0,-5.769,6.277,9.912
gen_mol279,4.0,-5.651,2.042,3.44
gen_mol279,5.0,-5.614,4.954,7.303
gen_mol279,6.0,-5.513,8.578,12.94
gen_mol279,7.0,-5.485,9.9,11.49
gen_mol279,8.0,-5.476,5.182,6.996
gen_mol279,9.0,-5.426,4.793,6.958
gen_mol27,1.0,-6.331,0.0,0.0
gen_mol27,2.0,-6.314,1.731,6.474
gen_mol27,3.0,-6.224,1.145,1.599
gen_mol27,4.0,-6.15,2.793,7.839
gen_mol27,5.0,-5.984,2.077,3.521
gen_mol27,6.0,-5.957,1.461,2.125
gen_mol27,7.0,-5.951,4.738,8.543
gen_mol27,8.0,-5.874,1.969,6.94
gen_mol27,9.0,-5.858,2.276,6.879
gen_mol280,1.0,-6.01,0.0,0.0
gen_mol280,2.0,-6.005,1.081,5.829
gen_mol280,3.0,-5.886,1.887,6.232
gen_mol280,4.0,-5.78,4.403,7.093
gen_mol280,5.0,-5.707,4.57,6.395
gen_mol280,6.0,-5.692,4.227,6.136
gen_mol280,7.0,-5.618,1.551,2.345
gen_mol280,8.0,-5.561,3.155,6.735
gen_mol280,9.0,-5.519,5.21,6.833
gen_mol281,1.0,-6.176,0.0,0.0
gen_mol281,2.0,-5.88,5.393,6.738
gen_mol281,3.0,-5.634,5.273,7.354
gen_mol281,4.0,-5.549,2.501,5.729
gen_mol281,5.0,-5.5,2.229,5.792
gen_mol281,6.0,-5.492,2.305,3.417
gen_mol281,7.0,-5.44,1.624,2.388
gen_mol281,8.0,-5.388,2.625,4.788
gen_mol281,9.0,-5.324,4.13,6.123
gen_mol282,1.0,-7.005,0.0,0.0
gen_mol282,2.0,-6.578,1.893,6.52
gen_mol282,3.0,-6.315,1.966,5.954
gen_mol282,4.0,-6.033,4.524,7.537
gen_mol282,5.0,-6.002,2.109,3.234
gen_mol282,6.0,-5.988,2.934,4.538
gen_mol282,7.0,-5.9,1.891,6.568
gen_mol282,8.0,-5.775,3.182,4.136
gen_mol282,9.0,-5.633,2.213,6.586
gen_mol283,1.0,-6.129,0.0,0.0
gen_mol283,2.0,-6.123,5.711,7.26
gen_mol283,3.0,-6.073,8.125,9.703
gen_mol283,4.0,-6.073,6.45,8.744
gen_mol283,5.0,-6.019,5.693,8.562
gen_mol283,6.0,-5.98,7.256,8.993
gen_mol283,7.0,-5.883,5.603,7.77
gen_mol283,8.0,-5.853,8.998,11.1
gen_mol283,9.0,-5.82,6.607,8.863
gen_mol284,1.0,-6.223,0.0,0.0
gen_mol284,2.0,-6.051,6.768,9.839
gen_mol284,3.0,-5.978,1.817,7.073
gen_mol284,4.0,-5.788,6.961,11.24
gen_mol284,5.0,-5.762,6.057,8.683
gen_mol284,6.0,-5.73,3.548,5.827
gen_mol284,7.0,-5.724,2.136,6.916
gen_mol284,8.0,-5.627,3.235,7.635
gen_mol284,9.0,-5.607,7.909,10.82
gen_mol285,1.0,-5.989,0.0,0.0
gen_mol285,2.0,-5.765,1.906,4.946
gen_mol285,3.0,-5.654,2.289,5.109
gen_mol285,4.0,-5.595,4.73,7.878
gen_mol285,5.0,-5.588,3.397,6.041
gen_mol285,6.0,-5.579,2.028,6.138
gen_mol285,7.0,-5.567,1.386,5.324
gen_mol285,8.0,-5.299,2.367,5.78
gen_mol285,9.0,-5.276,3.136,5.013
gen_mol286,1.0,-6.012,0.0,0.0
gen_mol286,2.0,-5.95,3.851,6.227
gen_mol286,3.0,-5.807,3.383,6.291
gen_mol286,4.0,-5.764,1.88,4.939
gen_mol286,5.0,-5.716,1.563,3.912
gen_mol286,6.0,-5.592,5.844,8.6
gen_mol286,7.0,-5.234,3.462,6.903
gen_mol286,8.0,-5.234,7.079,9.375
gen_mol286,9.0,-5.115,3.369,5.304
gen_mol287,1.0,-5.902,0.0,0.0
gen_mol287,2.0,-5.615,4.871,6.75
gen_mol287,3.0,-5.332,2.522,6.66
gen_mol287,4.0,-5.318,3.802,6.533
gen_mol287,5.0,-5.135,8.017,10.42
gen_mol287,6.0,-5.128,7.465,9.537
gen_mol287,7.0,-5.125,4.388,6.507
gen_mol287,8.0,-5.049,4.874,7.314
gen_mol287,9.0,-5.02,5.289,8.857
gen_mol288,1.0,-5.684,0.0,0.0
gen_mol288,2.0,-5.639,2.341,3.873
gen_mol288,3.0,-5.555,2.518,7.549
gen_mol288,4.0,-5.499,2.948,8.081
gen_mol288,5.0,-5.402,2.537,7.666
gen_mol288,6.0,-5.363,4.254,8.083
gen_mol288,7.0,-5.291,1.53,3.352
gen_mol288,8.0,-5.237,2.661,7.83
gen_mol288,9.0,-5.198,6.227,8.245
gen_mol289,1.0,-6.553,0.0,0.0
gen_mol289,2.0,-6.416,0.1476,2.045
gen_mol289,3.0,-5.736,1.391,2.547
gen_mol289,4.0,-5.655,4.087,7.178
gen_mol289,5.0,-5.618,1.326,2.019
gen_mol289,6.0,-5.577,2.298,3.856
gen_mol289,7.0,-5.553,2.475,5.561
gen_mol289,8.0,-5.496,5.551,8.39
gen_mol289,9.0,-5.453,1.901,5.364
gen_mol28,1.0,-6.071,0.0,0.0
gen_mol28,2.0,-6.024,2.049,7.432
gen_mol28,3.0,-5.91,9.14,11.12
gen_mol28,4.0,-5.607,2.93,3.945
gen_mol28,5.0,-5.577,2.959,4.198
gen_mol28,6.0,-5.484,1.824,2.652
gen_mol28,7.0,-5.425,1.907,2.398
gen_mol28,8.0,-5.384,3.803,4.839
gen_mol28,9.0,-5.299,2.638,7.352
gen_mol290,1.0,-6.721,0.0,0.0
gen_mol290,2.0,-6.304,1.325,2.152
gen_mol290,3.0,-6.222,1.197,1.744
gen_mol290,4.0,-6.214,2.506,7.309
gen_mol290,5.0,-6.044,2.036,6.867
gen_mol290,6.0,-6.009,2.61,7.816
gen_mol290,7.0,-5.945,5.612,10.02
gen_mol290,8.0,-5.943,2.013,6.977
gen_mol290,9.0,-5.852,4.528,7.968
gen_mol291,1.0,-6.667,0.0,0.0
gen_mol291,2.0,-6.091,1.927,3.809
gen_mol291,3.0,-6.063,7.135,8.8
gen_mol291,4.0,-6.007,3.449,7.05
gen_mol291,5.0,-5.952,2.493,7.353
gen_mol291,6.0,-5.834,1.632,3.621
gen_mol291,7.0,-5.663,3.539,7.339
gen_mol291,8.0,-5.562,4.869,8.077
gen_mol291,9.0,-5.43,2.144,3.124
gen_mol292,1.0,-5.907,0.0,0.0
gen_mol292,2.0,-5.831,2.911,6.335
gen_mol292,3.0,-5.727,6.541,8.965
gen_mol292,4.0,-5.663,4.9,7.512
gen_mol292,5.0,-5.621,5.359,7.904
gen_mol292,6.0,-5.58,6.772,9.289
gen_mol292,7.0,-5.57,7.073,9.676
gen_mol292,8.0,-5.567,2.632,4.267
gen_mol292,9.0,-5.546,5.014,7.379
gen_mol293,1.0,-6.775,0.0,0.0
gen_mol293,2.0,-6.653,2.517,3.689
gen_mol293,3.0,-6.293,2.993,7.965
gen_mol293,4.0,-6.125,1.476,2.142
gen_mol293,5.0,-6.055,4.54,8.194
gen_mol293,6.0,-6.038,2.361,7.093
gen_mol293,7.0,-6.001,1.371,3.091
gen_mol293,8.0,-5.933,5.582,8.98
gen_mol293,9.0,-5.91,3.998,8.107
gen_mol294,1.0,-6.485,0.0,0.0
gen_mol294,2.0,-5.504,1.617,5.625
gen_mol294,3.0,-5.488,1.874,4.788
gen_mol294,4.0,-5.487,2.221,4.369
gen_mol294,5.0,-5.44,4.587,7.092
gen_mol294,6.0,-5.311,2.431,3.123
gen_mol294,7.0,-5.232,2.009,3.927
gen_mol294,8.0,-5.211,1.793,6.557
gen_mol294,9.0,-5.185,2.286,6.826
gen_mol295,1.0,-6.222,0.0,0.0
gen_mol295,2.0,-5.953,4.955,7.596
gen_mol295,3.0,-5.877,4.055,6.633
gen_mol295,4.0,-5.695,8.499,12.2
gen_mol295,5.0,-5.673,2.142,7.032
gen_mol295,6.0,-5.532,6.963,9.576
gen_mol295,7.0,-5.369,6.839,8.592
gen_mol295,8.0,-5.239,5.562,8.158
gen_mol295,9.0,-3.581,7.153,10.4
gen_mol296,1.0,-6.195,0.0,0.0
gen_mol296,2.0,-5.948,2.073,7.884
gen_mol296,3.0,-5.67,3.581,9.077
gen_mol296,4.0,-5.663,3.149,5.144
gen_mol296,5.0,-5.609,2.969,4.229
gen_mol296,6.0,-5.5,2.661,3.839
gen_mol296,7.0,-5.465,9.318,11.52
gen_mol296,8.0,-5.427,2.34,7.562
gen_mol296,9.0,-5.397,2.303,7.899
gen_mol297,1.0,-6.848,0.0,0.0
gen_mol297,2.0,-6.727,0.5739,1.218
gen_mol297,3.0,-6.576,5.357,10.31
gen_mol297,4.0,-6.497,2.921,6.999
gen_mol297,5.0,-6.481,5.713,7.917
gen_mol297,6.0,-6.344,3.842,4.92
gen_mol297,7.0,-6.262,1.382,1.621
gen_mol297,8.0,-6.254,3.332,5.444
gen_mol297,9.0,-6.209,5.156,8.925
gen_mol298,1.0,-6.198,0.0,0.0
gen_mol298,2.0,-5.986,4.362,9.028
gen_mol298,3.0,-5.881,2.56,3.886
gen_mol298,4.0,-5.666,4.587,9.061
gen_mol298,5.0,-5.664,3.032,5.205
gen_mol298,6.0,-5.484,2.835,7.132
gen_mol298,7.0,-5.439,1.257,2.958
gen_mol298,8.0,-5.435,1.908,3.694
gen_mol298,9.0,-5.312,11.49,12.83
gen_mol299,1.0,-6.398,0.0,0.0
gen_mol299,2.0,-6.336,3.277,7.648
gen_mol299,3.0,-6.163,3.337,5.17
gen_mol299,4.0,-6.079,5.642,8.227
gen_mol299,5.0,-5.852,4.531,8.029
gen_mol299,6.0,-5.84,3.045,4.734
gen_mol299,7.0,-5.827,4.366,6.676
gen_mol299,8.0,-5.782,2.529,4.176
gen_mol299,9.0,-5.754,2.828,7.235
gen_mol29,1.0,-6.79,0.0,0.0
gen_mol29,2.0,-6.652,1.647,6.119
gen_mol29,3.0,-6.496,1.541,2.021
gen_mol29,4.0,-6.246,1.158,6.466
gen_mol29,5.0,-5.998,2.428,7.199
gen_mol29,6.0,-5.927,2.461,3.682
gen_mol29,7.0,-5.846,2.496,7.668
gen_mol29,8.0,-5.814,1.833,7.154
gen_mol29,9.0,-5.703,2.61,3.986
gen_mol2,1.0,-6.003,0.0,0.0
gen_mol2,2.0,-5.903,1.801,1.854
gen_mol2,3.0,-5.897,2.728,6.55
gen_mol2,4.0,-5.722,2.819,6.761
gen_mol2,5.0,-5.655,8.01,9.596
gen_mol2,6.0,-5.534,11.37,14.17
gen_mol2,7.0,-5.38,3.158,7.052
gen_mol2,8.0,-5.253,12.02,14.78
gen_mol2,9.0,-5.239,3.081,4.1
gen_mol300,1.0,-6.187,0.0,0.0
gen_mol300,2.0,-5.967,1.907,6.093
gen_mol300,3.0,-5.509,2.284,3.585
gen_mol300,4.0,-5.48,2.33,3.977
gen_mol300,5.0,-5.459,2.025,6.013
gen_mol300,6.0,-5.339,3.83,7.497
gen_mol300,7.0,-5.2,2.219,6.483
gen_mol300,8.0,-5.182,4.613,6.927
gen_mol300,9.0,-5.18,4.675,8.108
gen_mol301,1.0,-6.154,0.0,0.0
gen_mol301,2.0,-5.872,2.089,6.262
gen_mol301,3.0,-5.82,4.317,8.204
gen_mol301,4.0,-5.753,2.762,4.803
gen_mol301,5.0,-5.753,3.899,7.726
gen_mol301,6.0,-5.743,1.424,1.777
gen_mol301,7.0,-5.542,3.254,5.831
gen_mol301,8.0,-5.345,7.031,10.25
gen_mol302,1.0,-6.719,0.0,0.0
gen_mol302,2.0,-6.296,3.941,6.282
gen_mol302,3.0,-6.242,1.669,2.038
gen_mol302,4.0,-6.192,4.134,8.123
gen_mol302,5.0,-6.146,1.921,6.712
gen_mol302,6.0,-6.13,1.832,2.772
gen_mol302,7.0,-6.105,1.685,3.376
gen_mol302,8.0,-6.074,1.395,6.592
gen_mol302,9.0,-6.024,2.899,7.934
gen_mol303,1.0,-6.927,0.0,0.0
gen_mol303,2.0,-6.24,1.817,7.532
gen_mol303,3.0,-6.119,1.245,1.717
gen_mol303,4.0,-5.757,2.316,8.662
gen_mol303,5.0,-5.691,6.669,9.439
gen_mol303,6.0,-5.677,2.812,4.22
gen_mol303,7.0,-5.607,9.122,11.42
gen_mol303,8.0,-5.57,3.198,5.64
gen_mol303,9.0,-5.564,14.65,16.58
gen_mol304,1.0,-5.842,0.0,0.0
gen_mol304,2.0,-5.771,1.797,5.626
gen_mol304,3.0,-5.466,4.545,5.976
gen_mol304,4.0,-5.446,2.973,5.711
gen_mol304,5.0,-5.395,2.419,6.481
gen_mol304,6.0,-5.37,1.697,4.486
gen_mol304,7.0,-5.356,4.573,8.813
gen_mol304,8.0,-5.324,2.678,6.655
gen_mol304,9.0,-5.184,2.227,4.309
gen_mol305,1.0,-6.568,0.0,0.0
gen_mol305,2.0,-5.95,1.443,6.397
gen_mol305,3.0,-5.894,6.814,9.148
gen_mol305,4.0,-5.889,6.974,9.112
gen_mol305,5.0,-5.851,2.59,6.02
gen_mol305,6.0,-5.784,6.773,9.522
gen_mol305,7.0,-5.64,3.427,8.343
gen_mol305,8.0,-5.638,2.105,6.41
gen_mol305,9.0,-5.551,1.354,6.227
gen_mol306,1.0,-5.736,0.0,0.0
gen_mol306,2.0,-5.729,0.09436,1.029
gen_mol306,3.0,-5.374,12.66,14.72
gen_mol306,4.0,-5.185,2.268,7.67
gen_mol306,5.0,-5.17,13.01,15.32
gen_mol306,6.0,-5.15,1.541,3.072
gen_mol306,7.0,-5.138,1.65,7.898
gen_mol306,8.0,-5.138,2.12,7.426
gen_mol306,9.0,-5.097,2.051,2.765
gen_mol307,1.0,-6.34,0.0,0.0
gen_mol307,2.0,-6.319,2.651,8.119
gen_mol307,3.0,-6.31,2.371,3.374
gen_mol307,4.0,-6.163,4.693,6.323
gen_mol307,5.0,-6.001,1.807,3.068
gen_mol307,6.0,-5.768,2.711,3.649
gen_mol307,7.0,-5.658,1.669,2.154
gen_mol307,8.0,-5.646,4.36,9.567
gen_mol307,9.0,-5.645,4.563,6.278
gen_mol308,1.0,-6.798,0.0,0.0
gen_mol308,2.0,-6.574,0.848,2.063
gen_mol308,3.0,-6.456,5.999,8.465
gen_mol308,4.0,-6.422,5.818,8.169
gen_mol308,5.0,-6.418,1.034,1.225
gen_mol308,6.0,-6.217,2.101,3.36
gen_mol308,7.0,-6.147,3.958,6.34
gen_mol308,8.0,-6.125,2.397,3.908
gen_mol308,9.0,-6.121,5.04,8.325
gen_mol309,1.0,-6.519,0.0,0.0
gen_mol309,2.0,-6.487,1.524,7.689
